Date,AAPL,GOOGL,MSFT
2025-05-21,202.08999633789062,168.35618591308594,452.57000732421875
2025-05-22,201.36000061035156,170.66339111328125,454.8599853515625
2025-05-23,195.27000427246094,168.26629638671875,450.17999267578125
2025-05-27,200.2100067138672,172.69093322753906,460.69000244140625
2025-05-28,200.4199981689453,172.15159606933594,457.3599853515625
2025-05-29,199.9499969482422,171.65219116210938,458.67999267578125
2025-05-30,200.85000610351562,171.5323486328125,460.3599853515625
2025-06-02,201.6999969482422,168.82562255859375,461.9700012207031
2025-06-03,203.27000427246094,165.97906494140625,462.9700012207031
2025-06-04,202.82000732421875,167.8468017578125,463.8699951171875
2025-06-05,200.6300048828125,168.00662231445312,467.67999267578125
2025-06-06,203.9199981689453,173.46998596191406,470.3800048828125
2025-06-09,201.4499969482422,176.08999633789062,472.75
2025-06-10,202.6699981689453,178.60000610351562,470.9200134277344
2025-06-11,198.77999877929688,177.35000610351562,472.6199951171875
2025-06-12,199.1999969482422,175.6999969482422,478.8699951171875
2025-06-13,196.4499969482422,174.6699981689453,474.9599914550781
2025-06-16,198.4199981689453,176.77000427246094,479.1400146484375
2025-06-17,195.63999938964844,175.9499969482422,478.0400085449219
2025-06-18,196.5800018310547,173.32000732421875,480.239990234375
2025-06-20,201.0,166.63999938964844,477.3999938964844
2025-06-23,201.5,165.19000244140625,486.0
2025-06-24,200.3000030517578,166.77000427246094,490.1099853515625
2025-06-25,201.55999755859375,170.67999267578125,492.2699890136719
2025-06-26,201.0,173.5399932861328,497.45001220703125
2025-06-27,201.0800018310547,178.52999877929688,495.94000244140625
2025-06-30,205.1699981689453,176.22999572753906,497.4100036621094
2025-07-01,207.82000732421875,175.83999633789062,492.04998779296875
2025-07-02,212.44000244140625,178.63999938964844,491.0899963378906
2025-07-03,213.5500030517578,179.52999877929688,498.8399963378906
2025-07-07,209.9499969482422,176.7899932861328,497.7200012207031
2025-07-08,210.00999450683594,174.36000061035156,496.6199951171875
2025-07-09,211.13999938964844,176.6199951171875,503.510009765625
2025-07-10,212.41000366210938,177.6199951171875,501.4800109863281
2025-07-11,211.16000366210938,180.19000244140625,503.32000732421875
2025-07-14,208.6199951171875,181.55999755859375,503.0199890136719
2025-07-15,209.11000061035156,182.0,505.82000732421875
2025-07-16,210.16000366210938,182.97000122070312,505.6199951171875
2025-07-17,210.02000427246094,183.5800018310547,511.70001220703125
2025-07-18,211.17999267578125,185.05999755859375,510.04998779296875
2025-07-21,212.47999572753906,190.10000610351562,510.05999755859375
2025-07-22,214.39999389648438,191.33999633789062,505.2699890136719
2025-07-23,214.14999389648438,190.22999572753906,505.8699951171875
2025-07-24,213.75999450683594,192.1699981689453,510.8800048828125
2025-07-25,213.8800048828125,193.17999267578125,513.7100219726562
2025-07-28,214.0500030517578,192.5800018310547,512.5
2025-07-29,211.27000427246094,195.75,512.5700073242188
2025-07-30,209.0500030517578,196.52999877929688,513.239990234375
2025-07-31,207.57000732421875,191.89999389648438,533.5
2025-08-01,202.3800048828125,189.1300048828125,524.1099853515625
2025-08-04,203.35000610351562,195.0399932861328,535.6400146484375
2025-08-05,202.9199981689453,194.6699981689453,527.75
